11	709	960	729	973	default
Stainless	324	29	418	48	default
Steel	425	29	478	48	default
Pipe	485	29	531	48	default
Nipples	537	29	615	48	default
&	621	29	636	48	default
Pipe	643	29	689	48	default
(Continued	309	942	372	953	default
on	375	942	390	953	default
following	393	942	445	953	default
page)	448	942	480	953	default
(Continued)	583	60	649	71	default
NPT	329	86	350	96	default
Threaded	353	86	400	96	default
on	403	86	415	96	default
One	418	86	438	96	default
End	441	86	460	96	default
Pipe	60	96	81	106	default
Size	60	106	80	116	default
10	175	106	184	116	default
11/20	204	106	225	116	default
20	257	106	266	116	default
21/20	286	106	307	116	default
30	338	106	348	116	default
31/20	369	106	390	116	default
40	423	106	432	116	default
41/20	454	106	475	116	default
50	508	106	517	116	default
51/20	538	106	559	116	default
60	592	106	602	116	default
80	635	106	644	116	default
100	671	106	686	116	default
120	714	106	729	116	default
1/8	66	118	78	128	default
.9157K161	92	118	144	128	default
$1.65	158	118	184	128	default
$1.65	199	118	225	128	default
$1.92	240	118	266	128	default
$2.20	281	118	307	128	default
$2.47	322	118	348	128	default
$2.85	364	118	390	128	default
$3.10	406	118	432	128	default
$3.38	449	118	475	128	default
$3.68	491	118	517	128	default
$3.95	533	118	559	128	default
$4.25	576	118	602	128	default
$5.54	618	118	644	128	default
$6.73	660	118	686	128	default
$7.88	703	118	729	128	default
1/4	66	128	78	138	default
.9157K162	92	128	144	138	default
1.45	164	128	184	138	default
1.76	205	128	225	138	default
2.09	246	128	266	138	default
2.44	287	128	307	138	default
2.80	328	128	348	138	default
3.24	370	128	390	138	default
3.62	412	128	432	138	default
4.01	455	128	475	138	default
4.34	497	128	517	138	default
4.72	539	128	559	138	default
5.05	582	128	602	138	default
6.68	624	128	644	138	default
8.18	666	128	686	138	default
9.61	709	128	729	138	default
3/8	66	138	78	148	default
.9157K163	92	138	144	148	default
1.73	164	138	184	147	default
2.03	205	138	225	147	default
2.42	246	138	266	147	default
2.83	287	138	307	147	default
3.27	328	138	348	147	default
3.82	370	138	390	147	default
4.23	412	138	432	147	default
4.64	455	138	475	147	default
5.08	497	138	517	147	default
5.52	539	138	559	147	default
5.93	582	138	602	147	default
7.88	624	138	644	147	default
9.69	666	138	686	147	default
11.36	703	138	729	147	default
1/2	66	147	78	157	default
.9157K164	92	147	144	157	default
2.11	164	147	184	157	default
2.50	205	147	225	157	default
2.91	246	147	266	157	default
3.43	287	147	307	157	default
3.95	328	147	348	157	default
4.61	370	147	390	157	default
5.16	412	147	432	157	default
5.69	455	147	475	157	default
6.24	497	147	517	157	default
6.75	539	147	559	157	default
7.27	582	147	602	157	default
9.64	624	147	644	157	default
11.89	660	147	686	157	default
13.98	703	147	729	157	default
3/4	66	157	78	167	default
.9157K165	92	157	144	167	default
2.64	164	157	184	167	default
2.80	205	157	225	167	default
3.24	246	157	266	167	default
3.84	287	157	307	167	default
4.42	328	157	348	167	default
5.14	370	157	390	167	default
5.74	412	157	432	167	default
6.35	455	157	475	167	default
6.92	497	157	517	167	default
7.50	539	157	559	167	default
8.07	582	157	602	167	default
10.65	618	157	644	167	default
13.12	660	157	686	167	default
15.48	703	157	729	167	default
1	60	170	66	179	default
9157K166	96	170	144	179	default
3.51	205	170	225	179	default
4.31	246	170	266	179	default
5.02	287	170	307	179	default
5.79	328	170	348	179	default
6.75	370	170	390	179	default
7.55	412	170	432	179	default
8.34	455	170	475	179	default
9.11	497	170	517	179	default
9.88	539	170	559	179	default
10.68	576	170	602	179	default
14.22	618	170	644	179	default
17.51	660	170	686	179	default
20.64	703	170	729	179	default
11/4	60	179	78	189	default
.9157K167	92	179	144	189	default
4.72	205	179	225	189	default
5.46	246	179	266	189	default
6.37	287	179	307	189	default
7.36	328	179	348	189	default
8.60	370	179	390	189	default
9.61	412	179	432	189	default
10.63	449	179	475	189	default
11.62	491	179	517	189	default
12.61	533	179	559	189	default
13.59	576	179	602	189	default
17.93	618	179	644	189	default
22.18	660	179	686	189	default
26.17	703	179	729	189	default
11/2	60	189	78	199	default
.9157K168	92	189	144	199	default
5.46	205	189	225	199	default
5.87	246	189	266	199	default
6.97	287	189	307	199	default
8.10	328	189	348	199	default
9.47	370	189	390	199	default
10.57	406	189	432	199	default
11.69	449	189	475	199	default
12.79	491	189	517	199	default
13.89	533	189	559	199	default
14.99	576	189	602	199	default
19.87	618	189	644	199	default
24.54	660	189	686	199	default
28.97	703	189	729	199	default
2	60	199	66	209	default
9157K169	96	199	144	209	default
8.43	246	199	266	209	default
9.06	287	199	307	209	default
10.32	322	199	348	209	default
12.13	364	199	390	209	default
13.53	406	199	432	209	default
14.96	449	199	475	209	default
16.39	491	199	517	209	default
17.82	533	199	559	209	default
19.24	576	199	602	209	default
25.69	618	199	644	209	default
31.79	660	199	686	209	default
37.50	703	199	729	209	default
21/2	60	208	78	218	default
.9157K171	92	208	144	218	default
16.66	281	209	307	218	default
18.83	322	209	348	218	default
21.61	364	209	390	218	default
23.72	406	209	432	218	default
